"Name","f_200p25m25_w_wm_output_z_score_mean","f_200p25m25_no_wm_output_vs_w_wm_output_p_sp_mean","_wandb"
"scheme_simple_1_0-25_2-0_gen_eval","9.154517701632011","0.497666448354721",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_4-0_gen_eval","16.30520570643942","0.34860676527023315",""
"scheme_simple_1_0-1_2-0_gen_eval","8.903746699040463","0.5040780305862427",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_2-0_gen_eval","9.666355354006802","0.4590784311294556",""
"scheme_ff-skipgram_prf-4-False_0-5_4-0_gen_eval","10.477429439164402","0.4902808368206024",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_4-0_gen_eval","16.81351587528094","0.4015021324157715",""
"scheme_ff-minhash_prf-4-False_0-5_2-0_gen_eval","6.946855853273661","0.5127049684524536",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_2-0_gen_eval","7.955318668689918","0.5052105188369751",""
"scheme_ff-skipgram_prf-4-False_0-1_2-0_gen_eval","8.344919897297983","0.5266681909561157",""
"scheme_simple_1_0-25_4-0_gen_eval","16.539055129779648","0.42401841282844543",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_1-0_gen_eval","3.2668488384396546","0.5621665120124817",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_2-0_gen_eval","8.136818549191288","0.5118451118469238",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_4-0_gen_eval","17.101732348974895","0.3912273347377777",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_1-0_gen_eval","5.23078076949699","0.5352752208709717",""
"scheme_simple_1_0-25_1-0_gen_eval","4.582550692474549","0.5354247093200684",""
"scheme_ff-skipgram_prf-4-False_0-1_1-0_gen_eval","3.356238014289342","0.5706725120544434",""
"scheme_ff-skipgram_prf-4-False_0-5_1-0_gen_eval","4.090758012107845","0.5421856045722961",""
"scheme_ff-anchored_minhash_prf-1-True_0-25_1-0_gen_eval","5.228055714179151","0.5229382514953613",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_4-0_gen_eval","11.049752864306068","0.45542630553245544",""
"scheme_ff-minhash_prf-4-False_0-1_1-0_gen_eval","3.010275835677702","0.5671862959861755",""
"scheme_ff-anchored_minhash_prf-1-True_0-5_4-0_gen_eval","10.712348700539424","0.41422489285469055",""
"scheme_ff-minhash_prf-4-False_0-5_1-0_gen_eval","3.770012569757179","0.5375778675079346",""
"scheme_ff-skipgram_prf-4-False_0-25_1-0_gen_eval","4.113964687034047","0.543278694152832",""
"scheme_ff-anchored_minhash_prf-3-True_0-5_4-0_gen_eval","10.854675345997537","0.4682385921478271",""
"scheme_simple_1_0-1_4-0_gen_eval","21.232558827038527","0.40486499667167664",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_1-0_gen_eval","3.2511504064772416","0.5568898916244507",""
"scheme_simple_1_0-5_2-0_gen_eval","7.177446613471602","0.5032297372817993",""
"scheme_ff-skipgram_prf-4-False_0-25_2-0_gen_eval","8.750812402049377","0.515187680721283",""
"scheme_ff-minhash_prf-4-False_0-25_4-0_gen_eval","16.099852098196255","0.4390226900577545",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_4-0_gen_eval","22.15763115911746","0.32641804218292236",""
"scheme_ff-skipgram_prf-4-False_0-5_2-0_gen_eval","7.06581056368958","0.5205215215682983",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_2-0_gen_eval","10.24944393270022","0.4802684783935547",""
"scheme_ff-anchored_minhash_prf-2-True_0-25_1-0_gen_eval","5.752001040769529","0.538398802280426",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_1-0_gen_eval","5.64811723992369","0.5372666716575623",""
"scheme_ff-anchored_minhash_prf-2-True_0-5_2-0_gen_eval","8.34080304755461","0.4988313317298889",""
"scheme_simple_1_0-5_4-0_gen_eval","10.470084390817751","0.4763050675392151",""
"scheme_ff-minhash_prf-4-False_0-25_2-0_gen_eval","8.535473066507691","0.5011823773384094",""
"scheme_ff-minhash_prf-4-False_0-1_4-0_gen_eval","20.569513835254423","0.4367063343524933",""
"scheme_ff-anchored_minhash_prf-2-True_0-1_2-0_gen_eval","8.532766514517016","0.4946095049381256",""
"scheme_ff-skipgram_prf-4-False_0-1_4-0_gen_eval","21.031676486568063","0.4653967022895813",""
"scheme_ff-anchored_minhash_prf-1-True_0-5_2-0_gen_eval","7.7690316362691805","0.4955592453479767",""
"scheme_ff-skipgram_prf-4-False_0-25_4-0_gen_eval","16.062670334192042","0.4644756019115448",""
"scheme_ff-minhash_prf-4-False_0-1_2-0_gen_eval","8.055465053652755","0.5243160128593445",""
"scheme_simple_1_0-5_1-0_gen_eval","4.000685869079089","0.5358351469039917",""
"scheme_ff-minhash_prf-4-False_0-25_1-0_gen_eval","3.779363244372481","0.5469706058502197",""
"scheme_ff-minhash_prf-4-False_0-5_4-0_gen_eval","10.33923105143453","0.4757799506187439",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_1-0_gen_eval","5.658646986467145","0.538098156452179",""
"scheme_ff-anchored_minhash_prf-3-True_0-1_4-0_gen_eval","21.11436636326254","0.3691356778144837",""
"scheme_simple_1_0-1_1-0_gen_eval","3.823445242896522","0.5614003539085388",""
"scheme_ff-anchored_minhash_prf-3-True_0-25_2-0_gen_eval","10.146793600049945","0.4976963400840759",""
