"_defaultColorIndex","fpr","id","name","tpr"
"10","0","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0"
"10","0","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.0019230769230769232"
"10","0","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.6115384615384616"
"10","0","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.6153846153846154"
"10","0","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.6576923076923077"
"10","0.0019230769230769232","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.6576923076923077"
"10","0.0019230769230769232","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.7365384615384616"
"10","0.0038461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.7365384615384616"
"10","0.0038461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.7403846153846154"
"10","0.0038461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.8961538461538462"
"10","0.0057692307692307696","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.8961538461538462"
"10","0.0057692307692307696","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.8980769230769231"
"10","0.007692307692307693","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9"
"10","0.007692307692307693","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9076923076923077"
"10","0.009615384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9076923076923077"
"10","0.009615384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9134615384615384"
"10","0.011538461538461539","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9134615384615384"
"10","0.011538461538461539","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9153846153846154"
"10","0.013461538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9153846153846154"
"10","0.013461538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9192307692307692"
"10","0.01730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9192307692307692"
"10","0.01730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9230769230769231"
"10","0.01730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9288461538461539"
"10","0.019230769230769232","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9288461538461539"
"10","0.019230769230769232","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9307692307692308"
"10","0.021153846153846155","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9307692307692308"
"10","0.021153846153846155","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9365384615384615"
"10","0.023076923076923078","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9365384615384615"
"10","0.023076923076923078","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9384615384615385"
"10","0.026923076923076925","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9403846153846154"
"10","0.03461538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9403846153846154"
"10","0.03461538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.948076923076923"
"10","0.03653846153846154","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.948076923076923"
"10","0.03653846153846154","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.95"
"10","0.038461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.95"
"10","0.038461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9576923076923077"
"10","0.04038461538461539","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9576923076923077"
"10","0.04423076923076923","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9576923076923077"
"10","0.04423076923076923","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9634615384615385"
"10","0.04807692307692308","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9634615384615385"
"10","0.04807692307692308","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9653846153846154"
"10","0.051923076923076926","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9653846153846154"
"10","0.051923076923076926","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9673076923076923"
"10","0.05384615384615385","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9673076923076923"
"10","0.057692307692307696","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9673076923076923"
"10","0.05961538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9692307692307692"
"10","0.07884615384615384","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9711538461538461"
"10","0.07884615384615384","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.08461538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.09038461538461538","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.11153846153846154","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.11730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.11923076923076924","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.975"
"10","0.11923076923076924","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9769230769230769"
"10","0.12307692307692308","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9769230769230769"
"10","0.13846153846153847","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9788461538461538"
"10","0.14423076923076922","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9788461538461538"
"10","0.14615384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9788461538461538"
"10","0.1576923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9807692307692307"
"10","0.16538461538461538","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9807692307692307"
"10","0.17115384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9807692307692307"
"10","0.17115384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9826923076923076"
"10","0.17307692307692307","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9826923076923076"
"10","0.17307692307692307","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9846153846153847"
"10","0.2326923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9884615384615385"
"10","0.23846153846153847","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9884615384615385"
"10","0.2423076923076923","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9884615384615385"
"10","0.24423076923076922","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9884615384615385"
"10","0.24807692307692308","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9884615384615385"
"10","0.24807692307692308","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9903846153846154"
"10","0.25384615384615383","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9903846153846154"
"10","0.25576923076923075","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9903846153846154"
"10","0.3096153846153846","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9923076923076923"
"10","0.31153846153846154","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9923076923076923"
"10","0.3211538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9923076923076923"
"10","0.325","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9923076923076923"
"10","0.35192307692307695","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9942307692307693"
"10","0.3576923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9942307692307693"
"10","0.3576923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.3596153846153846","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.36730769230769234","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.36923076923076925","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.3730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.38461538461538464","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.38653846153846155","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.5923076923076923","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.6038461538461538","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.6076923076923076","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.6115384615384616","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.6153846153846154","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9961538461538462"
"10","0.6211538461538462","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9980769230769231"
"10","0.7019230769230769","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9980769230769231"
"10","0.7307692307692307","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9980769230769231"
"10","0.7538461538461538","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","0.9980769230769231"
"10","0.7596153846153846","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.7653846153846153","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.7730769230769231","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.7769230769230769","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.7826923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.7846153846153846","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.9576923076923077","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.9634615384615385","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.9673076923076923","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.9826923076923076","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","0.9884615384615385","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"10","1","cxiy1v63","core_simple_1_200_1000_dipper_high_eval","1"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.002"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.008"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.012"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.112"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.116"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.144"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.148"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.206"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.21"
"3","0","jtkisfd7","core_simple_1_200_1000_gen_cp_attack_3-25%_eval","0.34"
