"_defaultColorIndex","fpr","id","name","tpr"
"15","0","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0"
"15","0.002","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0"
"15","0.03","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0"
"15","0.03","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.002"
"15","0.09","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.002"
"15","0.09","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.004"
"15","0.14","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.004"
"15","0.14","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.006"
"15","0.152","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.006"
"15","0.152","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.008"
"15","0.16","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.008"
"15","0.16","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.01"
"15","0.17","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.01"
"15","0.17","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.012"
"15","0.18","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.012"
"15","0.18","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.014"
"15","0.188","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.014"
"15","0.188","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.016"
"15","0.202","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.016"
"15","0.202","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.018"
"15","0.212","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.018"
"15","0.212","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.022"
"15","0.23","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.022"
"15","0.23","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.024"
"15","0.28","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.024"
"15","0.28","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.026"
"15","0.284","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.026"
"15","0.284","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.028"
"15","0.304","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.028"
"15","0.304","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.03"
"15","0.334","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.03"
"15","0.334","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.032"
"15","0.346","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.032"
"15","0.346","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.034"
"15","0.348","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.034"
"15","0.348","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.036"
"15","0.354","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.036"
"15","0.354","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.04"
"15","0.358","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.04"
"15","0.358","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.044"
"15","0.37","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.044"
"15","0.37","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.048"
"15","0.382","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.048"
"15","0.382","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.05"
"15","0.392","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.05"
"15","0.392","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.052"
"15","0.4","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.052"
"15","0.4","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.054"
"15","0.402","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.054"
"15","0.402","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.056"
"15","0.404","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.056"
"15","0.404","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.058"
"15","0.408","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.058"
"15","0.408","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.06"
"15","0.42","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.06"
"15","0.42","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.062"
"15","0.434","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.062"
"15","0.434","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.064"
"15","0.442","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.064"
"15","0.442","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.068"
"15","0.448","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.068"
"15","0.448","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.07"
"15","0.462","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.07"
"15","0.462","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.072"
"15","0.466","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.072"
"15","0.466","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.074"
"15","0.47","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.074"
"15","0.47","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.076"
"15","0.496","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.076"
"15","0.496","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.082"
"15","0.5","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.082"
"15","0.5","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.084"
"15","0.508","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.084"
"15","0.508","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.086"
"15","0.51","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.086"
"15","0.51","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.088"
"15","0.514","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.088"
"15","0.514","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.092"
"15","0.516","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.092"
"15","0.516","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.094"
"15","0.526","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.094"
"15","0.526","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.096"
"15","0.528","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.096"
"15","0.528","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.098"
"15","0.546","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.098"
"15","0.546","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.106"
"15","0.548","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.106"
"15","0.548","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.116"
"15","0.564","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.116"
"15","0.564","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.118"
"15","0.582","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.118"
"15","0.582","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.124"
"15","0.594","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.124"
"15","0.594","ab7zh7ta","core_simple_1_200_1000_no_wm_dipper_high_eval_supp","0.126"
