"_defaultColorIndex","avg","id","idx_T","name"
"13","0","sebf8zdh","0","core_simple_1_200_1000_dipper_high_eval"
"13","0.4459243760542436","sebf8zdh","1","core_simple_1_200_1000_dipper_high_eval"
"13","0.8029797772494229","sebf8zdh","2","core_simple_1_200_1000_dipper_high_eval"
"13","1.066177950078791","sebf8zdh","3","core_simple_1_200_1000_dipper_high_eval"
"13","1.3101616065285422","sebf8zdh","4","core_simple_1_200_1000_dipper_high_eval"
"13","1.5085031367215243","sebf8zdh","5","core_simple_1_200_1000_dipper_high_eval"
"13","1.6445680535056375","sebf8zdh","6","core_simple_1_200_1000_dipper_high_eval"
"13","1.7830933152112094","sebf8zdh","7","core_simple_1_200_1000_dipper_high_eval"
"13","1.8711338129910555","sebf8zdh","8","core_simple_1_200_1000_dipper_high_eval"
"13","1.9372830078818581","sebf8zdh","9","core_simple_1_200_1000_dipper_high_eval"
"13","2.0097892772501167","sebf8zdh","10","core_simple_1_200_1000_dipper_high_eval"
"13","2.064711306398565","sebf8zdh","11","core_simple_1_200_1000_dipper_high_eval"
"13","2.114976552876559","sebf8zdh","12","core_simple_1_200_1000_dipper_high_eval"
"13","2.157069777141918","sebf8zdh","13","core_simple_1_200_1000_dipper_high_eval"
"13","2.1988711675297132","sebf8zdh","14","core_simple_1_200_1000_dipper_high_eval"
"13","2.2454549488587814","sebf8zdh","15","core_simple_1_200_1000_dipper_high_eval"
"13","2.278918278087269","sebf8zdh","16","core_simple_1_200_1000_dipper_high_eval"
"13","2.3059975667433306","sebf8zdh","17","core_simple_1_200_1000_dipper_high_eval"
"13","2.3328053079084916","sebf8zdh","18","core_simple_1_200_1000_dipper_high_eval"
"13","2.352871227871288","sebf8zdh","19","core_simple_1_200_1000_dipper_high_eval"
"13","2.3791832933425905","sebf8zdh","20","core_simple_1_200_1000_dipper_high_eval"
"13","2.402853698730469","sebf8zdh","21","core_simple_1_200_1000_dipper_high_eval"
"13","2.4301101355119186","sebf8zdh","22","core_simple_1_200_1000_dipper_high_eval"
"13","2.4469857335524123","sebf8zdh","23","core_simple_1_200_1000_dipper_high_eval"
"13","2.464956832885742","sebf8zdh","24","core_simple_1_200_1000_dipper_high_eval"
"13","2.4865307058854538","sebf8zdh","25","core_simple_1_200_1000_dipper_high_eval"
"13","2.5096701133901425","sebf8zdh","26","core_simple_1_200_1000_dipper_high_eval"
"13","2.5268370608416473","sebf8zdh","27","core_simple_1_200_1000_dipper_high_eval"
"13","2.5478265763196077","sebf8zdh","28","core_simple_1_200_1000_dipper_high_eval"
"13","2.567124357136813","sebf8zdh","29","core_simple_1_200_1000_dipper_high_eval"
"13","2.5822719596516004","sebf8zdh","30","core_simple_1_200_1000_dipper_high_eval"
"13","2.6023451171354814","sebf8zdh","31","core_simple_1_200_1000_dipper_high_eval"
"13","2.616690393881364","sebf8zdh","32","core_simple_1_200_1000_dipper_high_eval"
"13","2.6286800648082385","sebf8zdh","33","core_simple_1_200_1000_dipper_high_eval"
"13","2.6416917568553577","sebf8zdh","34","core_simple_1_200_1000_dipper_high_eval"
"13","2.651821733301336","sebf8zdh","35","core_simple_1_200_1000_dipper_high_eval"
"13","2.663515260523016","sebf8zdh","36","core_simple_1_200_1000_dipper_high_eval"
"13","2.672780846422369","sebf8zdh","37","core_simple_1_200_1000_dipper_high_eval"
"13","2.6801280453421854","sebf8zdh","38","core_simple_1_200_1000_dipper_high_eval"
"13","2.692064332962036","sebf8zdh","39","core_simple_1_200_1000_dipper_high_eval"
"13","2.7018954204212537","sebf8zdh","40","core_simple_1_200_1000_dipper_high_eval"
"13","2.7110241148688576","sebf8zdh","41","core_simple_1_200_1000_dipper_high_eval"
"13","2.7205160758278586","sebf8zdh","42","core_simple_1_200_1000_dipper_high_eval"
"13","2.732570022756403","sebf8zdh","43","core_simple_1_200_1000_dipper_high_eval"
"13","2.7432072992324827","sebf8zdh","44","core_simple_1_200_1000_dipper_high_eval"
"13","2.751118588620966","sebf8zdh","45","core_simple_1_200_1000_dipper_high_eval"
"13","2.760129899371754","sebf8zdh","46","core_simple_1_200_1000_dipper_high_eval"
"13","2.768425902886824","sebf8zdh","47","core_simple_1_200_1000_dipper_high_eval"
"13","2.777631488713351","sebf8zdh","48","core_simple_1_200_1000_dipper_high_eval"
"13","2.785905985138633","sebf8zdh","49","core_simple_1_200_1000_dipper_high_eval"
"13","2.7948615351590242","sebf8zdh","50","core_simple_1_200_1000_dipper_high_eval"
"13","2.8036375617980958","sebf8zdh","51","core_simple_1_200_1000_dipper_high_eval"
"13","2.811998546600342","sebf8zdh","52","core_simple_1_200_1000_dipper_high_eval"
"13","2.8196186903173275","sebf8zdh","53","core_simple_1_200_1000_dipper_high_eval"
"13","2.827334533691406","sebf8zdh","54","core_simple_1_200_1000_dipper_high_eval"
"13","2.835519932486794","sebf8zdh","55","core_simple_1_200_1000_dipper_high_eval"
"13","2.8460250019593674","sebf8zdh","56","core_simple_1_200_1000_dipper_high_eval"
"13","2.8546235704422","sebf8zdh","57","core_simple_1_200_1000_dipper_high_eval"
"13","2.8602501979307693","sebf8zdh","58","core_simple_1_200_1000_dipper_high_eval"
"13","2.862899590145458","sebf8zdh","59","core_simple_1_200_1000_dipper_high_eval"
"13","2.8674577376625754","sebf8zdh","60","core_simple_1_200_1000_dipper_high_eval"
"13","2.873802359494296","sebf8zdh","61","core_simple_1_200_1000_dipper_high_eval"
"13","2.8816396947340532","sebf8zdh","62","core_simple_1_200_1000_dipper_high_eval"
"13","2.88523063139482","sebf8zdh","63","core_simple_1_200_1000_dipper_high_eval"
"13","2.890884850068526","sebf8zdh","64","core_simple_1_200_1000_dipper_high_eval"
"13","2.8976388506455857","sebf8zdh","65","core_simple_1_200_1000_dipper_high_eval"
"13","2.904509459062056","sebf8zdh","66","core_simple_1_200_1000_dipper_high_eval"
"13","2.91134461368214","sebf8zdh","67","core_simple_1_200_1000_dipper_high_eval"
"13","2.918350734537298","sebf8zdh","68","core_simple_1_200_1000_dipper_high_eval"
"13","2.9264409782236274","sebf8zdh","69","core_simple_1_200_1000_dipper_high_eval"
"13","2.9319918371547353","sebf8zdh","70","core_simple_1_200_1000_dipper_high_eval"
"13","2.939170651695945","sebf8zdh","71","core_simple_1_200_1000_dipper_high_eval"
"13","2.9437920773246073","sebf8zdh","72","core_simple_1_200_1000_dipper_high_eval"
"13","2.9507728987607087","sebf8zdh","73","core_simple_1_200_1000_dipper_high_eval"
"13","2.9542529484141955","sebf8zdh","74","core_simple_1_200_1000_dipper_high_eval"
"13","2.962317103472623","sebf8zdh","75","core_simple_1_200_1000_dipper_high_eval"
"13","2.9682045805671","sebf8zdh","76","core_simple_1_200_1000_dipper_high_eval"
"13","2.971688737782565","sebf8zdh","77","core_simple_1_200_1000_dipper_high_eval"
"13","2.9762523384961215","sebf8zdh","78","core_simple_1_200_1000_dipper_high_eval"
"13","2.9810787324905395","sebf8zdh","79","core_simple_1_200_1000_dipper_high_eval"
"13","2.985429867397655","sebf8zdh","80","core_simple_1_200_1000_dipper_high_eval"
"13","2.989375610785051","sebf8zdh","81","core_simple_1_200_1000_dipper_high_eval"
"13","2.995545104113492","sebf8zdh","82","core_simple_1_200_1000_dipper_high_eval"
"13","2.999288012677973","sebf8zdh","83","core_simple_1_200_1000_dipper_high_eval"
"13","3.0028032494458285","sebf8zdh","84","core_simple_1_200_1000_dipper_high_eval"
"13","3.0068708106821234","sebf8zdh","85","core_simple_1_200_1000_dipper_high_eval"
"13","3.01338955523751","sebf8zdh","86","core_simple_1_200_1000_dipper_high_eval"
"13","3.0189629557349464","sebf8zdh","87","core_simple_1_200_1000_dipper_high_eval"
"13","3.0245888492410833","sebf8zdh","88","core_simple_1_200_1000_dipper_high_eval"
"13","3.028408815644004","sebf8zdh","89","core_simple_1_200_1000_dipper_high_eval"
"13","3.031878247781233","sebf8zdh","90","core_simple_1_200_1000_dipper_high_eval"
"13","3.036096473086964","sebf8zdh","91","core_simple_1_200_1000_dipper_high_eval"
"13","3.0400755770423196","sebf8zdh","92","core_simple_1_200_1000_dipper_high_eval"
"13","3.0450427531329067","sebf8zdh","93","core_simple_1_200_1000_dipper_high_eval"
"13","3.0505013100884177","sebf8zdh","94","core_simple_1_200_1000_dipper_high_eval"
"13","3.054101508140564","sebf8zdh","95","core_simple_1_200_1000_dipper_high_eval"
"13","3.0588108160712504","sebf8zdh","96","core_simple_1_200_1000_dipper_high_eval"
"13","3.063295489658009","sebf8zdh","97","core_simple_1_200_1000_dipper_high_eval"
"13","3.0676355198079888","sebf8zdh","98","core_simple_1_200_1000_dipper_high_eval"
"13","3.072932868350636","sebf8zdh","99","core_simple_1_200_1000_dipper_high_eval"
"13","3.075232767711986","sebf8zdh","100","core_simple_1_200_1000_dipper_high_eval"
"13","3.078782531478188","sebf8zdh","101","core_simple_1_200_1000_dipper_high_eval"
"13","3.080890822583979","sebf8zdh","102","core_simple_1_200_1000_dipper_high_eval"
"13","3.083698904644359","sebf8zdh","103","core_simple_1_200_1000_dipper_high_eval"
"13","3.0873057400963524","sebf8zdh","104","core_simple_1_200_1000_dipper_high_eval"
"13","3.092341362433","sebf8zdh","105","core_simple_1_200_1000_dipper_high_eval"
"13","3.0956123124035924","sebf8zdh","106","core_simple_1_200_1000_dipper_high_eval"
"13","3.1001647722937844","sebf8zdh","107","core_simple_1_200_1000_dipper_high_eval"
"13","3.1027816201123324","sebf8zdh","108","core_simple_1_200_1000_dipper_high_eval"
"13","3.10716239937869","sebf8zdh","109","core_simple_1_200_1000_dipper_high_eval"
"13","3.1116998460076073","sebf8zdh","110","core_simple_1_200_1000_dipper_high_eval"
"13","3.115266094641252","sebf8zdh","111","core_simple_1_200_1000_dipper_high_eval"
"13","3.117114454876293","sebf8zdh","112","core_simple_1_200_1000_dipper_high_eval"
"13","3.1204539069262416","sebf8zdh","113","core_simple_1_200_1000_dipper_high_eval"
"13","3.123834621862932","sebf8zdh","114","core_simple_1_200_1000_dipper_high_eval"
"13","3.1285035739378495","sebf8zdh","115","core_simple_1_200_1000_dipper_high_eval"
"13","3.1314083395004273","sebf8zdh","116","core_simple_1_200_1000_dipper_high_eval"
"13","3.1343960547880694","sebf8zdh","117","core_simple_1_200_1000_dipper_high_eval"
"13","3.1384930748506026","sebf8zdh","118","core_simple_1_200_1000_dipper_high_eval"
