"_defaultColorIndex","aucs","id","idx_T","name"
"13","0.4934545454545455","sebf8zdh","0","core_simple_1_200_1000_dipper_high_eval"
"13","0.5306343140495867","sebf8zdh","1","core_simple_1_200_1000_dipper_high_eval"
"13","0.5637266430634215","sebf8zdh","2","core_simple_1_200_1000_dipper_high_eval"
"13","0.5760889486385758","sebf8zdh","3","core_simple_1_200_1000_dipper_high_eval"
"13","0.5871998478713646","sebf8zdh","4","core_simple_1_200_1000_dipper_high_eval"
"13","0.5990737739131172","sebf8zdh","5","core_simple_1_200_1000_dipper_high_eval"
"13","0.6033370306100613","sebf8zdh","6","core_simple_1_200_1000_dipper_high_eval"
"13","0.6111638158438373","sebf8zdh","7","core_simple_1_200_1000_dipper_high_eval"
"13","0.6228295714337171","sebf8zdh","8","core_simple_1_200_1000_dipper_high_eval"
"13","0.6262540548213972","sebf8zdh","9","core_simple_1_200_1000_dipper_high_eval"
"13","0.6324785102411387","sebf8zdh","10","core_simple_1_200_1000_dipper_high_eval"
"13","0.6417309717375506","sebf8zdh","11","core_simple_1_200_1000_dipper_high_eval"
"13","0.651441090410599","sebf8zdh","12","core_simple_1_200_1000_dipper_high_eval"
"13","0.659237643683801","sebf8zdh","13","core_simple_1_200_1000_dipper_high_eval"
"13","0.6616120170025499","sebf8zdh","14","core_simple_1_200_1000_dipper_high_eval"
"13","0.6626917839574905","sebf8zdh","15","core_simple_1_200_1000_dipper_high_eval"
"13","0.6669190808692668","sebf8zdh","16","core_simple_1_200_1000_dipper_high_eval"
"13","0.6704724185984089","sebf8zdh","17","core_simple_1_200_1000_dipper_high_eval"
"13","0.6773793729765974","sebf8zdh","18","core_simple_1_200_1000_dipper_high_eval"
"13","0.6809907969162853","sebf8zdh","19","core_simple_1_200_1000_dipper_high_eval"
"13","0.686126784957422","sebf8zdh","20","core_simple_1_200_1000_dipper_high_eval"
"13","0.6906999467940922","sebf8zdh","21","core_simple_1_200_1000_dipper_high_eval"
"13","0.6968349709729791","sebf8zdh","22","core_simple_1_200_1000_dipper_high_eval"
"13","0.7027464287063326","sebf8zdh","23","core_simple_1_200_1000_dipper_high_eval"
"13","0.7036540488316652","sebf8zdh","24","core_simple_1_200_1000_dipper_high_eval"
"13","0.7045930579296792","sebf8zdh","25","core_simple_1_200_1000_dipper_high_eval"
"13","0.7100337245250556","sebf8zdh","26","core_simple_1_200_1000_dipper_high_eval"
"13","0.7096751454134061","sebf8zdh","27","core_simple_1_200_1000_dipper_high_eval"
"13","0.7084733201712455","sebf8zdh","28","core_simple_1_200_1000_dipper_high_eval"
"13","0.7116361581812698","sebf8zdh","29","core_simple_1_200_1000_dipper_high_eval"
"13","0.713297911675687","sebf8zdh","30","core_simple_1_200_1000_dipper_high_eval"
"13","0.7149346603952564","sebf8zdh","31","core_simple_1_200_1000_dipper_high_eval"
"13","0.7184707079702987","sebf8zdh","32","core_simple_1_200_1000_dipper_high_eval"
"13","0.7199119406312163","sebf8zdh","33","core_simple_1_200_1000_dipper_high_eval"
"13","0.7222408427992366","sebf8zdh","34","core_simple_1_200_1000_dipper_high_eval"
"13","0.7226586392455646","sebf8zdh","35","core_simple_1_200_1000_dipper_high_eval"
"13","0.7235729127817144","sebf8zdh","36","core_simple_1_200_1000_dipper_high_eval"
"13","0.7286383080215627","sebf8zdh","37","core_simple_1_200_1000_dipper_high_eval"
"13","0.7295463240826237","sebf8zdh","38","core_simple_1_200_1000_dipper_high_eval"
"13","0.7332306231802082","sebf8zdh","39","core_simple_1_200_1000_dipper_high_eval"
"13","0.7369926188894994","sebf8zdh","40","core_simple_1_200_1000_dipper_high_eval"
"13","0.7395390565257247","sebf8zdh","41","core_simple_1_200_1000_dipper_high_eval"
"13","0.7406144093532953","sebf8zdh","42","core_simple_1_200_1000_dipper_high_eval"
"13","0.7421542589483857","sebf8zdh","43","core_simple_1_200_1000_dipper_high_eval"
"13","0.7448874585337636","sebf8zdh","44","core_simple_1_200_1000_dipper_high_eval"
"13","0.745236901378453","sebf8zdh","45","core_simple_1_200_1000_dipper_high_eval"
"13","0.7450712772430297","sebf8zdh","46","core_simple_1_200_1000_dipper_high_eval"
"13","0.7458579249944748","sebf8zdh","47","core_simple_1_200_1000_dipper_high_eval"
"13","0.7469881390557976","sebf8zdh","48","core_simple_1_200_1000_dipper_high_eval"
"13","0.7475122435561995","sebf8zdh","49","core_simple_1_200_1000_dipper_high_eval"
"13","0.7479346294730911","sebf8zdh","50","core_simple_1_200_1000_dipper_high_eval"
"13","0.7513893920487326","sebf8zdh","51","core_simple_1_200_1000_dipper_high_eval"
"13","0.7538914354021722","sebf8zdh","52","core_simple_1_200_1000_dipper_high_eval"
"13","0.7553859293435727","sebf8zdh","53","core_simple_1_200_1000_dipper_high_eval"
"13","0.7563348698411607","sebf8zdh","54","core_simple_1_200_1000_dipper_high_eval"
"13","0.7573397094108237","sebf8zdh","55","core_simple_1_200_1000_dipper_high_eval"
"13","0.7596538772456377","sebf8zdh","56","core_simple_1_200_1000_dipper_high_eval"
"13","0.761932301923788","sebf8zdh","57","core_simple_1_200_1000_dipper_high_eval"
"13","0.7653981738310845","sebf8zdh","58","core_simple_1_200_1000_dipper_high_eval"
"13","0.7685087253995054","sebf8zdh","59","core_simple_1_200_1000_dipper_high_eval"
"13","0.7704332080532861","sebf8zdh","60","core_simple_1_200_1000_dipper_high_eval"
"13","0.7725808660064128","sebf8zdh","61","core_simple_1_200_1000_dipper_high_eval"
"13","0.7749953639913661","sebf8zdh","62","core_simple_1_200_1000_dipper_high_eval"
"13","0.7758020834007172","sebf8zdh","63","core_simple_1_200_1000_dipper_high_eval"
"13","0.7769707888330412","sebf8zdh","64","core_simple_1_200_1000_dipper_high_eval"
"13","0.7786373261227226","sebf8zdh","65","core_simple_1_200_1000_dipper_high_eval"
"13","0.7793839391410663","sebf8zdh","66","core_simple_1_200_1000_dipper_high_eval"
"13","0.7811307979756814","sebf8zdh","67","core_simple_1_200_1000_dipper_high_eval"
"13","0.7815520817835049","sebf8zdh","68","core_simple_1_200_1000_dipper_high_eval"
"13","0.7833776449507398","sebf8zdh","69","core_simple_1_200_1000_dipper_high_eval"
"13","0.7837293886290566","sebf8zdh","70","core_simple_1_200_1000_dipper_high_eval"
"13","0.7849107622245078","sebf8zdh","71","core_simple_1_200_1000_dipper_high_eval"
"13","0.7860452366628499","sebf8zdh","72","core_simple_1_200_1000_dipper_high_eval"
"13","0.7879179685225794","sebf8zdh","73","core_simple_1_200_1000_dipper_high_eval"
"13","0.78869099600872","sebf8zdh","74","core_simple_1_200_1000_dipper_high_eval"
"13","0.7898317840158374","sebf8zdh","75","core_simple_1_200_1000_dipper_high_eval"
"13","0.7918789453879753","sebf8zdh","76","core_simple_1_200_1000_dipper_high_eval"
"13","0.7940014176808449","sebf8zdh","77","core_simple_1_200_1000_dipper_high_eval"
"13","0.7955600028288835","sebf8zdh","78","core_simple_1_200_1000_dipper_high_eval"
"13","0.7978285081257515","sebf8zdh","79","core_simple_1_200_1000_dipper_high_eval"
"13","0.8002357582729992","sebf8zdh","80","core_simple_1_200_1000_dipper_high_eval"
"13","0.8011303116468473","sebf8zdh","81","core_simple_1_200_1000_dipper_high_eval"
"13","0.8033882896107101","sebf8zdh","82","core_simple_1_200_1000_dipper_high_eval"
"13","0.8054116970006818","sebf8zdh","83","core_simple_1_200_1000_dipper_high_eval"
"13","0.8061540089433744","sebf8zdh","84","core_simple_1_200_1000_dipper_high_eval"
"13","0.80724534246494","sebf8zdh","85","core_simple_1_200_1000_dipper_high_eval"
"13","0.8082872785008645","sebf8zdh","86","core_simple_1_200_1000_dipper_high_eval"
"13","0.808979653094685","sebf8zdh","87","core_simple_1_200_1000_dipper_high_eval"
"13","0.809397507235517","sebf8zdh","88","core_simple_1_200_1000_dipper_high_eval"
"13","0.8111496333518866","sebf8zdh","89","core_simple_1_200_1000_dipper_high_eval"
"13","0.8122382675572969","sebf8zdh","90","core_simple_1_200_1000_dipper_high_eval"
"13","0.8140241133217992","sebf8zdh","91","core_simple_1_200_1000_dipper_high_eval"
"13","0.815903168252595","sebf8zdh","92","core_simple_1_200_1000_dipper_high_eval"
"13","0.8163543468858132","sebf8zdh","93","core_simple_1_200_1000_dipper_high_eval"
"13","0.8178008758650519","sebf8zdh","94","core_simple_1_200_1000_dipper_high_eval"
"13","0.8196564121972317","sebf8zdh","95","core_simple_1_200_1000_dipper_high_eval"
"13","0.8192241405916244","sebf8zdh","96","core_simple_1_200_1000_dipper_high_eval"
"13","0.8193286410981542","sebf8zdh","97","core_simple_1_200_1000_dipper_high_eval"
"13","0.8198725310401699","sebf8zdh","98","core_simple_1_200_1000_dipper_high_eval"
"13","0.8216035575654307","sebf8zdh","99","core_simple_1_200_1000_dipper_high_eval"
"13","0.8223986818858388","sebf8zdh","100","core_simple_1_200_1000_dipper_high_eval"
"13","0.8243481848586888","sebf8zdh","101","core_simple_1_200_1000_dipper_high_eval"
"13","0.8259043219351978","sebf8zdh","102","core_simple_1_200_1000_dipper_high_eval"
"13","0.827977276283637","sebf8zdh","103","core_simple_1_200_1000_dipper_high_eval"
"13","0.8283912174092429","sebf8zdh","104","core_simple_1_200_1000_dipper_high_eval"
"13","0.8297608021846214","sebf8zdh","105","core_simple_1_200_1000_dipper_high_eval"
