"_defaultColorIndex","avg","id","idx_T","name"
"12","0.13323471179375282","l2nl3pg4","0","user_all_eval"
"12","-0.06280742700283344","l2nl3pg4","1","user_all_eval"
"12","-0.07692307463059059","l2nl3pg4","2","user_all_eval"
"12","0.08882311674264762","l2nl3pg4","3","user_all_eval"
"12","0.1390301539347722","l2nl3pg4","4","user_all_eval"
"12","0.18130944325373724","l2nl3pg4","5","user_all_eval"
"12","0.28536184475972104","l2nl3pg4","6","user_all_eval"
"12","0.2512297034263611","l2nl3pg4","7","user_all_eval"
"12","0.2812732286178149","l2nl3pg4","8","user_all_eval"
"12","0.3089716938825754","l2nl3pg4","9","user_all_eval"
"12","0.3347647190093994","l2nl3pg4","10","user_all_eval"
"12","0.35897435591771054","l2nl3pg4","11","user_all_eval"
"12","0.4311142609669612","l2nl3pg4","12","user_all_eval"
"12","0.40356260538101196","l2nl3pg4","13","user_all_eval"
"12","0.5160156958378278","l2nl3pg4","14","user_all_eval"
"12","0.5773502771671002","l2nl3pg4","15","user_all_eval"
"12","0.6785972725886565","l2nl3pg4","16","user_all_eval"
"12","0.6908817016161405","l2nl3pg4","17","user_all_eval"
"12","0.621511310338974","l2nl3pg4","18","user_all_eval"
"12","0.7150122890105615","l2nl3pg4","19","user_all_eval"
"12","0.6880891827436594","l2nl3pg4","20","user_all_eval"
"12","0.6249260168809158","l2nl3pg4","21","user_all_eval"
"12","0.6760128896970016","l2nl3pg4","22","user_all_eval"
"12","0.7977615503164438","l2nl3pg4","23","user_all_eval"
"12","0.8082904225358596","l2nl3pg4","24","user_all_eval"
"12","0.7838841539162856","l2nl3pg4","25","user_all_eval"
"12","0.8290598025688758","l2nl3pg4","26","user_all_eval"
"12","0.8728715456449069","l2nl3pg4","27","user_all_eval"
"12","0.8164548931213526","l2nl3pg4","28","user_all_eval"
"12","0.8270572825120046","l2nl3pg4","29","user_all_eval"
"12","1.0289751027639096","l2nl3pg4","30","user_all_eval"
"12","0.9735150933265686","l2nl3pg4","31","user_all_eval"
"12","0.8890719402294892","l2nl3pg4","32","user_all_eval"
"12","0.9292154312133789","l2nl3pg4","33","user_all_eval"
"12","0.9383654422484912","l2nl3pg4","34","user_all_eval"
"12","0.8882312178611755","l2nl3pg4","35","user_all_eval"
"12","0.927254332945897","l2nl3pg4","36","user_all_eval"
"12","0.9942218753007742","l2nl3pg4","37","user_all_eval"
"12","1.0880657251064594","l2nl3pg4","38","user_all_eval"
"12","1.1235334139603834","l2nl3pg4","39","user_all_eval"
"12","1.1860423770088415","l2nl3pg4","40","user_all_eval"
"12","1.2198077600735884","l2nl3pg4","41","user_all_eval"
