"_defaultColorIndex","aucs","id","idx_T","name"
"13","0.5306343140495867","sebf8zdh","0","core_simple_1_200_1000_dipper_high_eval"
"13","0.565263867768595","sebf8zdh","1","core_simple_1_200_1000_dipper_high_eval"
"13","0.5811827683597863","sebf8zdh","2","core_simple_1_200_1000_dipper_high_eval"
"13","0.5942980365235853","sebf8zdh","3","core_simple_1_200_1000_dipper_high_eval"
"13","0.6044944159468101","sebf8zdh","4","core_simple_1_200_1000_dipper_high_eval"
"13","0.6097871364432833","sebf8zdh","5","core_simple_1_200_1000_dipper_high_eval"
"13","0.6262747129578425","sebf8zdh","6","core_simple_1_200_1000_dipper_high_eval"
"13","0.6355330011081237","sebf8zdh","7","core_simple_1_200_1000_dipper_high_eval"
"13","0.6478380995361983","sebf8zdh","8","core_simple_1_200_1000_dipper_high_eval"
"13","0.6549039767442354","sebf8zdh","9","core_simple_1_200_1000_dipper_high_eval"
"13","0.6642218556727243","sebf8zdh","10","core_simple_1_200_1000_dipper_high_eval"
"13","0.6767285033550932","sebf8zdh","11","core_simple_1_200_1000_dipper_high_eval"
"13","0.6845436352811307","sebf8zdh","12","core_simple_1_200_1000_dipper_high_eval"
"13","0.6888706290126565","sebf8zdh","13","core_simple_1_200_1000_dipper_high_eval"
"13","0.6917606169126888","sebf8zdh","14","core_simple_1_200_1000_dipper_high_eval"
"13","0.6959460068780439","sebf8zdh","15","core_simple_1_200_1000_dipper_high_eval"
"13","0.7015010643833924","sebf8zdh","16","core_simple_1_200_1000_dipper_high_eval"
"13","0.7087703281844373","sebf8zdh","17","core_simple_1_200_1000_dipper_high_eval"
"13","0.7177137479716242","sebf8zdh","18","core_simple_1_200_1000_dipper_high_eval"
"13","0.7237130721558048","sebf8zdh","19","core_simple_1_200_1000_dipper_high_eval"
"13","0.7265152676554228","sebf8zdh","20","core_simple_1_200_1000_dipper_high_eval"
"13","0.7307481344777996","sebf8zdh","21","core_simple_1_200_1000_dipper_high_eval"
"13","0.7339278276908431","sebf8zdh","22","core_simple_1_200_1000_dipper_high_eval"
"13","0.735782524428867","sebf8zdh","23","core_simple_1_200_1000_dipper_high_eval"
"13","0.7383675925349575","sebf8zdh","24","core_simple_1_200_1000_dipper_high_eval"
"13","0.7443767187457605","sebf8zdh","25","core_simple_1_200_1000_dipper_high_eval"
"13","0.7474983254781099","sebf8zdh","26","core_simple_1_200_1000_dipper_high_eval"
"13","0.7513801837691347","sebf8zdh","27","core_simple_1_200_1000_dipper_high_eval"
"13","0.7550516295398961","sebf8zdh","28","core_simple_1_200_1000_dipper_high_eval"
"13","0.7569022488868884","sebf8zdh","29","core_simple_1_200_1000_dipper_high_eval"
"13","0.7594548639873253","sebf8zdh","30","core_simple_1_200_1000_dipper_high_eval"
"13","0.7649923575831769","sebf8zdh","31","core_simple_1_200_1000_dipper_high_eval"
"13","0.7676308933461231","sebf8zdh","32","core_simple_1_200_1000_dipper_high_eval"
"13","0.7694724684128512","sebf8zdh","33","core_simple_1_200_1000_dipper_high_eval"
"13","0.7737065216176919","sebf8zdh","34","core_simple_1_200_1000_dipper_high_eval"
"13","0.7733725824497842","sebf8zdh","35","core_simple_1_200_1000_dipper_high_eval"
"13","0.7770925462198306","sebf8zdh","36","core_simple_1_200_1000_dipper_high_eval"
"13","0.7805503369240956","sebf8zdh","37","core_simple_1_200_1000_dipper_high_eval"
"13","0.7828944696658802","sebf8zdh","38","core_simple_1_200_1000_dipper_high_eval"
"13","0.7858396983125603","sebf8zdh","39","core_simple_1_200_1000_dipper_high_eval"
"13","0.7859967602955868","sebf8zdh","40","core_simple_1_200_1000_dipper_high_eval"
"13","0.7890055541612329","sebf8zdh","41","core_simple_1_200_1000_dipper_high_eval"
"13","0.789617480490333","sebf8zdh","42","core_simple_1_200_1000_dipper_high_eval"
"13","0.7913481055435121","sebf8zdh","43","core_simple_1_200_1000_dipper_high_eval"
"13","0.7932925168393457","sebf8zdh","44","core_simple_1_200_1000_dipper_high_eval"
"13","0.7956345330871001","sebf8zdh","45","core_simple_1_200_1000_dipper_high_eval"
"13","0.7979128683264043","sebf8zdh","46","core_simple_1_200_1000_dipper_high_eval"
"13","0.7986762377260207","sebf8zdh","47","core_simple_1_200_1000_dipper_high_eval"
"13","0.7999167718852963","sebf8zdh","48","core_simple_1_200_1000_dipper_high_eval"
"13","0.8019710448281876","sebf8zdh","49","core_simple_1_200_1000_dipper_high_eval"
