"_defaultColorIndex","id","idx_T","mean","name"
"7","5ez7q3ys","50","0.056824286797302406","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","100","0.10446439866960373","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","150","0.14619843613768105","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","200","0.18293957931233631","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","250","0.21658738856191137","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","300","0.2453805810743928","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","350","0.27150538163853444","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","400","0.2935504821047505","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","450","0.3125214567137839","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","500","0.32841302144718487","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","550","0.3414411586768521","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","600","0.35292359288575403","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","650","0.36196543956517707","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","700","0.3694323347698789","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","750","0.37526010993686876","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","800","0.379185330268687","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","850","0.38069693051550657","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","900","0.38120108090112137","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","950","0.38121242975669667","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"7","5ez7q3ys","1000","0.37893112563119974","core_simple_1_200_1000_gen_cp_attack_1-10%_prefixes_eval_supp"
"8","cdemf9mi","50","0.057324058176712295","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","100","0.10671581837725137","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","150","0.15198147354066827","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","200","0.1954957810342795","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","250","0.2369606313821055","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","300","0.2753031977681543","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","350","0.308941602732616","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","400","0.3373977566630017","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","450","0.3633015984693244","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","500","0.3858937643868644","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","550","0.405020643478632","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","600","0.4221178112899122","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","650","0.43773870403030174","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","700","0.4522188179292263","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","750","0.464902269513145","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","800","0.47510959287476856","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","850","0.4819096111747938","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","900","0.48524430931167944","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","950","0.48464007504320467","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"8","cdemf9mi","1000","0.4807403135060241","core_simple_1_200_1000_gen_cp_attack_1-25%_prefixes_eval_supp"
"11","hfp5ofno","50","0.05830428709410994","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","100","0.10715756315898074","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","150","0.1488310415071444","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","200","0.18627976403584667","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","250","0.21902776967291285","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","300","0.24720402418759385","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","350","0.27174706648899394","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","400","0.2912839862286023","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","450","0.3093208428672624","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","500","0.3240785914763195","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","550","0.33739305386513285","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","600","0.34714005821701455","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","650","0.3559976530795127","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","700","0.3635569870062821","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","750","0.36770356172562496","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","800","0.3713530057264339","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","850","0.3737426034292844","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","900","0.37613101327751985","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","950","0.3763645745882463","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"11","hfp5ofno","1000","0.37548354875399903","core_simple_1_200_1000_gen_cp_attack_3-10%_prefixes_eval_supp"
"14","mgbk5ci5","50","0.13322028996991842","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","100","0.23192268804134364","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","150","0.31236090482443774","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","200","0.37903999486153267","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","250","0.43491539170937804","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","300","0.48261714474087986","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","350","0.5226454193082196","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","400","0.5570804633383852","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","450","0.5869143033687261","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","500","0.6120335821204914","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","550","0.6334672998180757","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","600","0.6520798839675777","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","650","0.6675987742817933","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","700","0.6806081097489959","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","750","0.6912086874645267","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","800","0.6990504615070454","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","850","0.7043210789248947","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","900","0.7073812335940248","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","950","0.7089655743077319","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"14","mgbk5ci5","1000","0.709259951050756","core_simple_1_200_1000_no_wm_dipper_high_prefixes_eval_supp"
"13","n9jnymb9","50","0.059720135415676334","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","100","0.11514094351929197","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","150","0.16409145093641705","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","200","0.2070926660978024","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","250","0.24573364413353074","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","300","0.2796118547432479","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","350","0.30939485931266936","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","400","0.3361993572201862","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","450","0.3596936422503485","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","500","0.3802491944577935","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","550","0.39967770224631805","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","600","0.4152866023899976","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","650","0.4284266301258915","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","700","0.4408621166637459","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","750","0.4516474610259289","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","800","0.46089599629070493","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","850","0.4677430639773432","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","900","0.4730548067800483","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","950","0.47470786907922413","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"13","n9jnymb9","1000","0.47318243013863703","core_simple_1_200_1000_gen_cp_attack_3-25%_prefixes_eval_supp"
"15","plaqii3p","50","0.18502611365623797","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","100","0.3286388214178968","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","150","0.42209074469283986","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","200","0.4740560653709634","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","250","0.5010918501101173","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","300","0.5140684224297952","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","350","0.5211480043519188","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","400","0.5246442625077208","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","450","0.5263535405463498","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","500","0.5277350528386857","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","550","0.5282517058621599","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","600","0.5286251328739244","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","650","0.5288272921845809","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","700","0.5290422235897622","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","750","0.5292338556301877","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","800","0.5293826862984733","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","850","0.5295494590613843","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","900","0.5297400113552531","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","950","0.5298757413518681","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
"15","plaqii3p","1000","0.5299741457481775","core_simple_1_200_1000_no_wm_gpt_p4_prefixes_eval_supp"
