"_defaultColorIndex","id","idx_T","name","tpr_at"
"12","1854n7sn","0","core_simple_1_100_600_gen_eval","0"
"12","1854n7sn","1","core_simple_1_100_600_gen_eval","0"
"12","1854n7sn","2","core_simple_1_100_600_gen_eval","0"
"12","1854n7sn","3","core_simple_1_100_600_gen_eval","0.03659061558329746"
"12","1854n7sn","4","core_simple_1_100_600_gen_eval","0.019371502367628066"
"12","1854n7sn","5","core_simple_1_100_600_gen_eval","0.07533362031855359"
"12","1854n7sn","6","core_simple_1_100_600_gen_eval","0.04566996984058595"
"12","1854n7sn","7","core_simple_1_100_600_gen_eval","0.024989228780697974"
"12","1854n7sn","8","core_simple_1_100_600_gen_eval","0.07152089616544594"
"12","1854n7sn","9","core_simple_1_100_600_gen_eval","0.14605773373545886"
"12","1854n7sn","10","core_simple_1_100_600_gen_eval","0.0973718224903059"
"12","1854n7sn","11","core_simple_1_100_600_gen_eval","0.06505816458423093"
"12","1854n7sn","12","core_simple_1_100_600_gen_eval","0.12322274881516587"
"12","1854n7sn","13","core_simple_1_100_600_gen_eval","0.2016372253339078"
"12","1854n7sn","14","core_simple_1_100_600_gen_eval","0.1495689655172414"
"12","1854n7sn","15","core_simple_1_100_600_gen_eval","0.10991379310344827"
"12","1854n7sn","16","core_simple_1_100_600_gen_eval","0.17586206896551723"
"12","1854n7sn","17","core_simple_1_100_600_gen_eval","0.2538793103448276"
"12","1854n7sn","18","core_simple_1_100_600_gen_eval","0.35129310344827586"
"12","1854n7sn","19","core_simple_1_100_600_gen_eval","0.2823275862068966"
"12","1854n7sn","20","core_simple_1_100_600_gen_eval","0.22758620689655173"
"12","1854n7sn","21","core_simple_1_100_600_gen_eval","0.30775862068965515"
"12","1854n7sn","22","core_simple_1_100_600_gen_eval","0.3853448275862069"
"12","1854n7sn","23","core_simple_1_100_600_gen_eval","0.3245689655172414"
"12","1854n7sn","24","core_simple_1_100_600_gen_eval","0.39698275862068966"
"12","1854n7sn","25","core_simple_1_100_600_gen_eval","0.33706896551724136"
"12","1854n7sn","26","core_simple_1_100_600_gen_eval","0.4125"
"12","1854n7sn","27","core_simple_1_100_600_gen_eval","0.35360068995256577"
"12","1854n7sn","28","core_simple_1_100_600_gen_eval","0.29452350150927126"
"12","1854n7sn","29","core_simple_1_100_600_gen_eval","0.3548943510133678"
"12","1854n7sn","30","core_simple_1_100_600_gen_eval","0.3014230271668823"
"12","1854n7sn","31","core_simple_1_100_600_gen_eval","0.37128072445019406"
"12","1854n7sn","32","core_simple_1_100_600_gen_eval","0.31061259706643657"
"12","1854n7sn","33","core_simple_1_100_600_gen_eval","0.38654012079378774"
"12","1854n7sn","34","core_simple_1_100_600_gen_eval","0.4585849870578085"
"12","1854n7sn","35","core_simple_1_100_600_gen_eval","0.5159620362381363"
"12","1854n7sn","36","core_simple_1_100_600_gen_eval","0.5754961173425367"
"12","1854n7sn","37","core_simple_1_100_600_gen_eval","0.6294219154443486"
"12","1854n7sn","38","core_simple_1_100_600_gen_eval","0.5789473684210527"
"12","1854n7sn","39","core_simple_1_100_600_gen_eval","0.5218709398007796"
"12","1854n7sn","40","core_simple_1_100_600_gen_eval","0.5762564991334489"
"12","1854n7sn","41","core_simple_1_100_600_gen_eval","0.6338821490467937"
"12","1854n7sn","42","core_simple_1_100_600_gen_eval","0.6845753899480069"
"12","1854n7sn","43","core_simple_1_100_600_gen_eval","0.7266031195840554"
"12","1854n7sn","44","core_simple_1_100_600_gen_eval","0.6802426343154246"
"12","1854n7sn","45","core_simple_1_100_600_gen_eval","0.7243172951885566"
"12","1854n7sn","46","core_simple_1_100_600_gen_eval","0.7667967056783702"
"12","1854n7sn","47","core_simple_1_100_600_gen_eval","0.8013876843018214"
"12","1854n7sn","48","core_simple_1_100_600_gen_eval","0.766695576756288"
"12","1854n7sn","49","core_simple_1_100_600_gen_eval","0.7983521248915871"
"12","1854n7sn","50","core_simple_1_100_600_gen_eval","0.826539462272333"
"12","1854n7sn","51","core_simple_1_100_600_gen_eval","0.8546637744034707"
"12","1854n7sn","52","core_simple_1_100_600_gen_eval","0.8789587852494577"
"12","1854n7sn","53","core_simple_1_100_600_gen_eval","0.8928416485900217"
"12","1854n7sn","54","core_simple_1_100_600_gen_eval","0.8711496746203905"
"12","1854n7sn","55","core_simple_1_100_600_gen_eval","0.8898047722342733"
"12","1854n7sn","56","core_simple_1_100_600_gen_eval","0.8707158351409978"
"12","1854n7sn","57","core_simple_1_100_600_gen_eval","0.8876355748373101"
"12","1854n7sn","58","core_simple_1_100_600_gen_eval","0.8654513888888888"
"12","1854n7sn","59","core_simple_1_100_600_gen_eval","0.8828125"
"12","1854n7sn","60","core_simple_1_100_600_gen_eval","0.8984375"
"12","1854n7sn","61","core_simple_1_100_600_gen_eval","0.8845486111111112"
"12","1854n7sn","62","core_simple_1_100_600_gen_eval","0.9032118055555556"
"12","1854n7sn","63","core_simple_1_100_600_gen_eval","0.9149305555555556"
"12","1854n7sn","64","core_simple_1_100_600_gen_eval","0.9009986973512809"
"12","1854n7sn","65","core_simple_1_100_600_gen_eval","0.915327833260964"
"12","1854n7sn","66","core_simple_1_100_600_gen_eval","0.9044724272687799"
"12","1854n7sn","67","core_simple_1_100_600_gen_eval","0.8888406426400347"
"12","1854n7sn","68","core_simple_1_100_600_gen_eval","0.9027355623100304"
"12","1854n7sn","69","core_simple_1_100_600_gen_eval","0.8861859252823632"
"12","1854n7sn","70","core_simple_1_100_600_gen_eval","0.896611642050391"
"12","1854n7sn","71","core_simple_1_100_600_gen_eval","0.9083007388092134"
"12","1854n7sn","72","core_simple_1_100_600_gen_eval","0.9169565217391304"
"12","1854n7sn","73","core_simple_1_100_600_gen_eval","0.9269565217391305"
"12","1854n7sn","74","core_simple_1_100_600_gen_eval","0.938207136640557"
"12","1854n7sn","75","core_simple_1_100_600_gen_eval","0.9268929503916449"
"12","1854n7sn","76","core_simple_1_100_600_gen_eval","0.9369016536118364"
"12","1854n7sn","77","core_simple_1_100_600_gen_eval","0.9264257727470614"
"12","1854n7sn","78","core_simple_1_100_600_gen_eval","0.934262080975185"
"12","1854n7sn","79","core_simple_1_100_600_gen_eval","0.9434044405746626"
"12","1854n7sn","80","core_simple_1_100_600_gen_eval","0.948170731707317"
"12","1854n7sn","81","core_simple_1_100_600_gen_eval","0.9398954703832753"
"12","1854n7sn","82","core_simple_1_100_600_gen_eval","0.9451219512195121"
"12","1854n7sn","83","core_simple_1_100_600_gen_eval","0.938588850174216"
"12","1854n7sn","84","core_simple_1_100_600_gen_eval","0.9464285714285714"
"12","1854n7sn","85","core_simple_1_100_600_gen_eval","0.9499128919860628"
"12","1854n7sn","86","core_simple_1_100_600_gen_eval","0.9403310104529616"
"12","1854n7sn","87","core_simple_1_100_600_gen_eval","0.9490418118466899"
"12","1854n7sn","88","core_simple_1_100_600_gen_eval","0.9538327526132404"
"12","1854n7sn","89","core_simple_1_100_600_gen_eval","0.9477351916376306"
"12","1854n7sn","90","core_simple_1_100_600_gen_eval","0.9516550522648084"
"12","1854n7sn","91","core_simple_1_100_600_gen_eval","0.945993031358885"
"12","1854n7sn","92","core_simple_1_100_600_gen_eval","0.9416122004357298"
"12","1854n7sn","93","core_simple_1_100_600_gen_eval","0.9464052287581699"
"12","1854n7sn","94","core_simple_1_100_600_gen_eval","0.9502617801047121"
"12","1854n7sn","95","core_simple_1_100_600_gen_eval","0.956787429070275"
"12","1854n7sn","96","core_simple_1_100_600_gen_eval","0.9624618070711479"
"12","1854n7sn","97","core_simple_1_100_600_gen_eval","0.9563509384548232"
"12","1854n7sn","98","core_simple_1_100_600_gen_eval","0.9607158446093409"
"12","1854n7sn","99","core_simple_1_100_600_gen_eval","0.9559144478393714"
"12","1854n7sn","100","core_simple_1_100_600_gen_eval","0.9624454148471616"
"12","1854n7sn","101","core_simple_1_100_600_gen_eval","0.9637554585152839"
"12","1854n7sn","102","core_simple_1_100_600_gen_eval","0.9602620087336244"
"12","1854n7sn","103","core_simple_1_100_600_gen_eval","0.9550218340611354"
"12","1854n7sn","104","core_simple_1_100_600_gen_eval","0.959825327510917"
"12","1854n7sn","105","core_simple_1_100_600_gen_eval","0.9646288209606987"
"12","1854n7sn","106","core_simple_1_100_600_gen_eval","0.9672346002621232"
"12","1854n7sn","107","core_simple_1_100_600_gen_eval","0.9619921363040629"
"12","1854n7sn","108","core_simple_1_100_600_gen_eval","0.9593709043250328"
"12","1854n7sn","109","core_simple_1_100_600_gen_eval","0.9615552643075579"
"12","1854n7sn","110","core_simple_1_100_600_gen_eval","0.9646133682830931"
"12","1854n7sn","111","core_simple_1_100_600_gen_eval","0.9676714722586283"
"12","1854n7sn","112","core_simple_1_100_600_gen_eval","0.9698294709226061"
"12","1854n7sn","113","core_simple_1_100_600_gen_eval","0.9720157411456056"
"12","1854n7sn","114","core_simple_1_100_600_gen_eval","0.9746392654132051"
"12","1854n7sn","115","core_simple_1_100_600_gen_eval","0.9724529951902056"
"12","1854n7sn","116","core_simple_1_100_600_gen_eval","0.9742020113686052"
"12","1854n7sn","117","core_simple_1_100_600_gen_eval","0.9715536105032823"
"12","1854n7sn","118","core_simple_1_100_600_gen_eval","0.973292469352014"
"12","1854n7sn","119","core_simple_1_100_600_gen_eval","0.9741681260945709"
"12","1854n7sn","120","core_simple_1_100_600_gen_eval","0.9759088918090232"
"12","1854n7sn","121","core_simple_1_100_600_gen_eval","0.9737072743207712"
"12","1854n7sn","122","core_simple_1_100_600_gen_eval","0.9758877685225779"
"12","1854n7sn","123","core_simple_1_100_600_gen_eval","0.977202981148619"
"12","1854n7sn","124","core_simple_1_100_600_gen_eval","0.9785181937746602"
"12","1854n7sn","125","core_simple_1_100_600_gen_eval","0.9767645769399387"
"12","1854n7sn","126","core_simple_1_100_600_gen_eval","0.9780701754385965"
"12","1854n7sn","127","core_simple_1_100_600_gen_eval","0.9789473684210527"
"12","1854n7sn","128","core_simple_1_100_600_gen_eval","0.9758771929824561"
"12","1854n7sn","129","core_simple_1_100_600_gen_eval","0.9780701754385965"
"12","1854n7sn","130","core_simple_1_100_600_gen_eval","0.9767543859649123"
"12","1854n7sn","131","core_simple_1_100_600_gen_eval","0.9784804567413263"
"12","1854n7sn","132","core_simple_1_100_600_gen_eval","0.976723759332455"
"12","1854n7sn","133","core_simple_1_100_600_gen_eval","0.9784710017574693"
"12","1854n7sn","134","core_simple_1_100_600_gen_eval","0.9797891036906854"
"12","1854n7sn","135","core_simple_1_100_600_gen_eval","0.9780316344463972"
"12","1854n7sn","136","core_simple_1_100_600_gen_eval","0.9789103690685413"
"12","1854n7sn","137","core_simple_1_100_600_gen_eval","0.9793406593406594"
"12","1854n7sn","138","core_simple_1_100_600_gen_eval","0.9810989010989011"
"12","1854n7sn","139","core_simple_1_100_600_gen_eval","0.981978021978022"
"12","1854n7sn","140","core_simple_1_100_600_gen_eval","0.980650835532102"
"12","1854n7sn","141","core_simple_1_100_600_gen_eval","0.9793315743183817"
"12","1854n7sn","142","core_simple_1_100_600_gen_eval","0.9797713280562885"
"12","1854n7sn","143","core_simple_1_100_600_gen_eval","0.9810905892700088"
"12","1854n7sn","144","core_simple_1_100_600_gen_eval","0.9828420589529256"
"12","1854n7sn","145","core_simple_1_100_600_gen_eval","0.9810822701275846"
"12","1854n7sn","146","core_simple_1_100_600_gen_eval","0.9823788546255506"
"12","1854n7sn","147","core_simple_1_100_600_gen_eval","0.9797088663431849"
"12","1854n7sn","148","core_simple_1_100_600_gen_eval","0.9792586054721977"
"12","1854n7sn","149","core_simple_1_100_600_gen_eval","0.9823321554770318"
"12","1854n7sn","150","core_simple_1_100_600_gen_eval","0.9836427939876216"
"12","1854n7sn","151","core_simple_1_100_600_gen_eval","0.982750995134896"
"12","1854n7sn","152","core_simple_1_100_600_gen_eval","0.9809818664307829"
"12","1854n7sn","153","core_simple_1_100_600_gen_eval","0.9787610619469026"
"12","1854n7sn","154","core_simple_1_100_600_gen_eval","0.9769911504424779"
"12","1854n7sn","155","core_simple_1_100_600_gen_eval","0.981858407079646"
"12","1854n7sn","156","core_simple_1_100_600_gen_eval","0.9827433628318584"
"12","1854n7sn","157","core_simple_1_100_600_gen_eval","0.9827433628318584"
"12","1854n7sn","158","core_simple_1_100_600_gen_eval","0.9845132743362832"
"12","1854n7sn","159","core_simple_1_100_600_gen_eval","0.9823008849557522"
"12","1854n7sn","160","core_simple_1_100_600_gen_eval","0.9831858407079646"
"12","1854n7sn","161","core_simple_1_100_600_gen_eval","0.9845132743362832"
"12","1854n7sn","162","core_simple_1_100_600_gen_eval","0.9853982300884956"
"12","1854n7sn","163","core_simple_1_100_600_gen_eval","0.9845132743362832"
"12","1854n7sn","164","core_simple_1_100_600_gen_eval","0.9849357554275587"
"12","1854n7sn","165","core_simple_1_100_600_gen_eval","0.9849157054125999"
"12","1854n7sn","166","core_simple_1_100_600_gen_eval","0.9853593611357586"
"12","1854n7sn","167","core_simple_1_100_600_gen_eval","0.9871339840283939"
"12","1854n7sn","168","core_simple_1_100_600_gen_eval","0.9866903283052352"
"12","1854n7sn","169","core_simple_1_100_600_gen_eval","0.987105380168964"
"12","1854n7sn","170","core_simple_1_100_600_gen_eval","0.9879839786381842"
"12","1854n7sn","171","core_simple_1_100_600_gen_eval","0.9870939029817535"
"12","1854n7sn","172","core_simple_1_100_600_gen_eval","0.9879839786381842"
"12","1854n7sn","173","core_simple_1_100_600_gen_eval","0.98753339269813"
"12","1854n7sn","174","core_simple_1_100_600_gen_eval","0.9879732739420936"
"12","1854n7sn","175","core_simple_1_100_600_gen_eval","0.9861853832442068"
"12","1854n7sn","176","core_simple_1_100_600_gen_eval","0.9852941176470589"
"12","1854n7sn","177","core_simple_1_100_600_gen_eval","0.9857397504456328"
"12","1854n7sn","178","core_simple_1_100_600_gen_eval","0.9852941176470589"
"12","1854n7sn","179","core_simple_1_100_600_gen_eval","0.9866250557289344"
"12","1854n7sn","180","core_simple_1_100_600_gen_eval","0.9870651204281892"
"12","1854n7sn","181","core_simple_1_100_600_gen_eval","0.9879464285714286"
"12","1854n7sn","182","core_simple_1_100_600_gen_eval","0.9875"
"12","1854n7sn","183","core_simple_1_100_600_gen_eval","0.9874944171505137"
"12","1854n7sn","184","core_simple_1_100_600_gen_eval","0.9888343010272443"
"12","1854n7sn","185","core_simple_1_100_600_gen_eval","0.9897275569450648"
"12","1854n7sn","186","core_simple_1_100_600_gen_eval","0.9870477891916034"
"12","1854n7sn","187","core_simple_1_100_600_gen_eval","0.9888243182834153"
"12","1854n7sn","188","core_simple_1_100_600_gen_eval","0.9879302637460885"
"12","1854n7sn","189","core_simple_1_100_600_gen_eval","0.9879302637460885"
"12","1854n7sn","190","core_simple_1_100_600_gen_eval","0.9897137745974955"
"12","1854n7sn","191","core_simple_1_100_600_gen_eval","0.9897137745974955"
"12","1854n7sn","192","core_simple_1_100_600_gen_eval","0.988819320214669"
"12","1854n7sn","193","core_simple_1_100_600_gen_eval","0.9892617449664429"
"12","1854n7sn","194","core_simple_1_100_600_gen_eval","0.9897091722595078"
"12","1854n7sn","195","core_simple_1_100_600_gen_eval","0.9883668903803132"
"12","1854n7sn","196","core_simple_1_100_600_gen_eval","0.9892569382273948"
"12","1854n7sn","197","core_simple_1_100_600_gen_eval","0.9888093106535363"
"12","1854n7sn","198","core_simple_1_100_600_gen_eval","0.9897045658012533"
"12","1854n7sn","199","core_simple_1_100_600_gen_eval","0.9896953405017921"
"12","1854n7sn","200","core_simple_1_100_600_gen_eval","0.989247311827957"
"12","1854n7sn","201","core_simple_1_100_600_gen_eval","0.9892328398384926"
"12","1854n7sn","202","core_simple_1_100_600_gen_eval","0.9901301031852848"
"12","1854n7sn","203","core_simple_1_100_600_gen_eval","0.9896814715118888"
"12","1854n7sn","204","core_simple_1_100_600_gen_eval","0.9901212393354288"
"12","1854n7sn","205","core_simple_1_100_600_gen_eval","0.9905660377358491"
"12","1854n7sn","206","core_simple_1_100_600_gen_eval","0.9901168014375562"
"12","1854n7sn","207","core_simple_1_100_600_gen_eval","0.9905660377358491"
"12","1854n7sn","208","core_simple_1_100_600_gen_eval","0.9896629213483146"
"12","1854n7sn","209","core_simple_1_100_600_gen_eval","0.9896629213483146"
"12","1854n7sn","210","core_simple_1_100_600_gen_eval","0.9896629213483146"
"12","1854n7sn","211","core_simple_1_100_600_gen_eval","0.9896629213483146"
"12","1854n7sn","212","core_simple_1_100_600_gen_eval","0.9892086330935251"
"12","1854n7sn","213","core_simple_1_100_600_gen_eval","0.9896536212325686"
"12","1854n7sn","214","core_simple_1_100_600_gen_eval","0.9896489648964897"
"12","1854n7sn","215","core_simple_1_100_600_gen_eval","0.9887488748874887"
"12","1854n7sn","216","core_simple_1_100_600_gen_eval","0.9891989198919892"
"12","1854n7sn","217","core_simple_1_100_600_gen_eval","0.9891989198919892"
"12","1854n7sn","218","core_simple_1_100_600_gen_eval","0.9887488748874887"
"12","1854n7sn","219","core_simple_1_100_600_gen_eval","0.9887438090950023"
"12","1854n7sn","220","core_simple_1_100_600_gen_eval","0.989644304367402"
"12","1854n7sn","221","core_simple_1_100_600_gen_eval","0.9896396396396396"
"12","1854n7sn","222","core_simple_1_100_600_gen_eval","0.9887387387387387"
"12","1854n7sn","223","core_simple_1_100_600_gen_eval","0.9887336638125281"
"12","1854n7sn","224","core_simple_1_100_600_gen_eval","0.9887336638125281"
"12","1854n7sn","225","core_simple_1_100_600_gen_eval","0.9882830103650293"
"12","1854n7sn","226","core_simple_1_100_600_gen_eval","0.9891843172600271"
"12","1854n7sn","227","core_simple_1_100_600_gen_eval","0.9887336638125281"
"12","1854n7sn","228","core_simple_1_100_600_gen_eval","0.9882830103650293"
"12","1854n7sn","229","core_simple_1_100_600_gen_eval","0.9882724402345512"
"12","1854n7sn","230","core_simple_1_100_600_gen_eval","0.9882671480144405"
"12","1854n7sn","231","core_simple_1_100_600_gen_eval","0.9882618510158013"
"12","1854n7sn","232","core_simple_1_100_600_gen_eval","0.9887082204155375"
"12","1854n7sn","233","core_simple_1_100_600_gen_eval","0.9891549932218707"
"12","1854n7sn","234","core_simple_1_100_600_gen_eval","0.9886980108499096"
"12","1854n7sn","235","core_simple_1_100_600_gen_eval","0.9891353553644183"
"12","1854n7sn","236","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","237","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","238","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","239","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","240","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","241","core_simple_1_100_600_gen_eval","0.9891304347826086"
"12","1854n7sn","242","core_simple_1_100_600_gen_eval","0.9891205802357208"
"12","1854n7sn","243","core_simple_1_100_600_gen_eval","0.9891107078039928"
"12","1854n7sn","244","core_simple_1_100_600_gen_eval","0.9891057648660917"
"12","1854n7sn","245","core_simple_1_100_600_gen_eval","0.9890958655156747"
"12","1854n7sn","246","core_simple_1_100_600_gen_eval","0.9890958655156747"
"12","1854n7sn","247","core_simple_1_100_600_gen_eval","0.9890958655156747"
"12","1854n7sn","248","core_simple_1_100_600_gen_eval","0.9895454545454545"
"12","1854n7sn","249","core_simple_1_100_600_gen_eval","0.9890909090909091"
"12","1854n7sn","250","core_simple_1_100_600_gen_eval","0.989080982711556"
"12","1854n7sn","251","core_simple_1_100_600_gen_eval","0.9890710382513661"
"12","1854n7sn","252","core_simple_1_100_600_gen_eval","0.9890710382513661"
"12","1854n7sn","253","core_simple_1_100_600_gen_eval","0.9890710382513661"
"12","1854n7sn","254","core_simple_1_100_600_gen_eval","0.9890660592255125"
"12","1854n7sn","255","core_simple_1_100_600_gen_eval","0.9890460976722958"
"12","1854n7sn","256","core_simple_1_100_600_gen_eval","0.9894977168949771"
"12","1854n7sn","257","core_simple_1_100_600_gen_eval","0.9890360895386021"
"12","1854n7sn","258","core_simple_1_100_600_gen_eval","0.9890360895386021"
"12","1854n7sn","259","core_simple_1_100_600_gen_eval","0.9890360895386021"
"12","1854n7sn","260","core_simple_1_100_600_gen_eval","0.9890360895386021"
"12","1854n7sn","261","core_simple_1_100_600_gen_eval","0.9890360895386021"
"12","1854n7sn","262","core_simple_1_100_600_gen_eval","0.989010989010989"
"12","1854n7sn","263","core_simple_1_100_600_gen_eval","0.98900595510765"
"12","1854n7sn","264","core_simple_1_100_600_gen_eval","0.9889958734525447"
"12","1854n7sn","265","core_simple_1_100_600_gen_eval","0.9889958734525447"
"12","1854n7sn","266","core_simple_1_100_600_gen_eval","0.9889958734525447"
"12","1854n7sn","267","core_simple_1_100_600_gen_eval","0.9889958734525447"
"12","1854n7sn","268","core_simple_1_100_600_gen_eval","0.9894543787253554"
"12","1854n7sn","269","core_simple_1_100_600_gen_eval","0.9894543787253554"
"12","1854n7sn","270","core_simple_1_100_600_gen_eval","0.9894543787253554"
"12","1854n7sn","271","core_simple_1_100_600_gen_eval","0.9894495412844037"
"12","1854n7sn","272","core_simple_1_100_600_gen_eval","0.9894495412844037"
"12","1854n7sn","273","core_simple_1_100_600_gen_eval","0.9894495412844037"
"12","1854n7sn","274","core_simple_1_100_600_gen_eval","0.9894446994033961"
"12","1854n7sn","275","core_simple_1_100_600_gen_eval","0.9894446994033961"
"12","1854n7sn","276","core_simple_1_100_600_gen_eval","0.9894446994033961"
"12","1854n7sn","277","core_simple_1_100_600_gen_eval","0.9894301470588235"
"12","1854n7sn","278","core_simple_1_100_600_gen_eval","0.9898897058823529"
"12","1854n7sn","279","core_simple_1_100_600_gen_eval","0.9894252873563218"
"12","1854n7sn","280","core_simple_1_100_600_gen_eval","0.9894204231830727"
"12","1854n7sn","281","core_simple_1_100_600_gen_eval","0.9894058037770612"
"12","1854n7sn","282","core_simple_1_100_600_gen_eval","0.9894009216589862"
"12","1854n7sn","283","core_simple_1_100_600_gen_eval","0.9898617511520738"
"12","1854n7sn","284","core_simple_1_100_600_gen_eval","0.9903225806451613"
"12","1854n7sn","285","core_simple_1_100_600_gen_eval","0.9903181189488244"
"12","1854n7sn","286","core_simple_1_100_600_gen_eval","0.9893960350391886"
"12","1854n7sn","287","core_simple_1_100_600_gen_eval","0.9903136531365314"
"12","1854n7sn","288","core_simple_1_100_600_gen_eval","0.9903136531365314"
"12","1854n7sn","289","core_simple_1_100_600_gen_eval","0.989386248269497"
"12","1854n7sn","290","core_simple_1_100_600_gen_eval","0.9907621247113164"
"12","1854n7sn","291","core_simple_1_100_600_gen_eval","0.9907578558225508"
"12","1854n7sn","292","core_simple_1_100_600_gen_eval","0.9907535829865927"
"12","1854n7sn","293","core_simple_1_100_600_gen_eval","0.9907493061979649"
"12","1854n7sn","294","core_simple_1_100_600_gen_eval","0.9907493061979649"
"12","1854n7sn","295","core_simple_1_100_600_gen_eval","0.991207774178621"
"12","1854n7sn","296","core_simple_1_100_600_gen_eval","0.9912037037037037"
"12","1854n7sn","297","core_simple_1_100_600_gen_eval","0.9912037037037037"
"12","1854n7sn","298","core_simple_1_100_600_gen_eval","0.9912037037037037"
"12","1854n7sn","299","core_simple_1_100_600_gen_eval","0.9911996294580825"
"12","1854n7sn","300","core_simple_1_100_600_gen_eval","0.9911996294580825"
"12","1854n7sn","301","core_simple_1_100_600_gen_eval","0.9911955514365153"
"12","1854n7sn","302","core_simple_1_100_600_gen_eval","0.9911955514365153"
"12","1854n7sn","303","core_simple_1_100_600_gen_eval","0.9911955514365153"
"12","1854n7sn","304","core_simple_1_100_600_gen_eval","0.9911914696337506"
"12","1854n7sn","305","core_simple_1_100_600_gen_eval","0.9916512059369202"
"12","1854n7sn","306","core_simple_1_100_600_gen_eval","0.991647331786543"
"12","1854n7sn","307","core_simple_1_100_600_gen_eval","0.9911832946635731"
"12","1854n7sn","308","core_simple_1_100_600_gen_eval","0.9907149489322191"
"12","1854n7sn","309","core_simple_1_100_600_gen_eval","0.9911751045053414"
"12","1854n7sn","310","core_simple_1_100_600_gen_eval","0.9911751045053414"
"12","1854n7sn","311","core_simple_1_100_600_gen_eval","0.9911668991166899"
"12","1854n7sn","312","core_simple_1_100_600_gen_eval","0.9911668991166899"
"12","1854n7sn","313","core_simple_1_100_600_gen_eval","0.9916317991631799"
"12","1854n7sn","314","core_simple_1_100_600_gen_eval","0.9916317991631799"
"12","1854n7sn","315","core_simple_1_100_600_gen_eval","0.9916279069767442"
"12","1854n7sn","316","core_simple_1_100_600_gen_eval","0.9916201117318436"
"12","1854n7sn","317","core_simple_1_100_600_gen_eval","0.9911504424778761"
"12","1854n7sn","318","core_simple_1_100_600_gen_eval","0.9916083916083916"
"12","1854n7sn","319","core_simple_1_100_600_gen_eval","0.9906672888474102"
"12","1854n7sn","320","core_simple_1_100_600_gen_eval","0.9906672888474102"
"12","1854n7sn","321","core_simple_1_100_600_gen_eval","0.9911339244050397"
"12","1854n7sn","322","core_simple_1_100_600_gen_eval","0.9906585707613265"
"12","1854n7sn","323","core_simple_1_100_600_gen_eval","0.9906498363721365"
"12","1854n7sn","324","core_simple_1_100_600_gen_eval","0.9901823281907434"
"12","1854n7sn","325","core_simple_1_100_600_gen_eval","0.9906498363721365"
"12","1854n7sn","326","core_simple_1_100_600_gen_eval","0.990645463049579"
"12","1854n7sn","327","core_simple_1_100_600_gen_eval","0.990645463049579"
"12","1854n7sn","328","core_simple_1_100_600_gen_eval","0.9906410856340665"
"12","1854n7sn","329","core_simple_1_100_600_gen_eval","0.9906410856340665"
"12","1854n7sn","330","core_simple_1_100_600_gen_eval","0.9906410856340665"
"12","1854n7sn","331","core_simple_1_100_600_gen_eval","0.990632318501171"
"12","1854n7sn","332","core_simple_1_100_600_gen_eval","0.9906235349273323"
"12","1854n7sn","333","core_simple_1_100_600_gen_eval","0.9906235349273323"
"12","1854n7sn","334","core_simple_1_100_600_gen_eval","0.9906235349273323"
"12","1854n7sn","335","core_simple_1_100_600_gen_eval","0.9910881801125704"
"12","1854n7sn","336","core_simple_1_100_600_gen_eval","0.9910881801125704"
"12","1854n7sn","337","core_simple_1_100_600_gen_eval","0.9910881801125704"
"12","1854n7sn","338","core_simple_1_100_600_gen_eval","0.991083998122947"
"12","1854n7sn","339","core_simple_1_100_600_gen_eval","0.9906059182714889"
"12","1854n7sn","340","core_simple_1_100_600_gen_eval","0.9910714285714286"
"12","1854n7sn","341","core_simple_1_100_600_gen_eval","0.9910672308415609"
"12","1854n7sn","342","core_simple_1_100_600_gen_eval","0.9910546139359698"
"12","1854n7sn","343","core_simple_1_100_600_gen_eval","0.9910504003768252"
"12","1854n7sn","344","core_simple_1_100_600_gen_eval","0.9910504003768252"
